Names,Prices,RAM|ROM,Camera,Display,Processor,Battery,Ratings
LAVA A1 2021,"1,114",32 MB RAM | 24 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,4.5 cm (1.77 inch) Quarter QVGA Display,1 Year Manufacturer Replacement Guarantee for Phone and 6 months Replacement for Accessories in the Box,800 mAh Li-ion Battery,4.1
Micromax X513+,"1,131",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,One Year manufacturer Warranty,1750 mAh Battery,3.8
LAVA A3 Power,"1,299",0 GB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,4.5 cm (1.77 inch) Quarter QVGA Display,1 Year Manufacturer Replacement Guarantee for Phone and 6 Months Replacement for Accessories In the Box,2575 mAh Li-ion Battery,4.2
Kechaoda A26,"1,090",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,4.1
LAVA Gem,"1,727",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,1.3MP Rear Camera,7.11 cm (2.8 inch) QVGA Display,1 year manufacturer Replacement for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,1750 mAh Battery,4.2
LAVA A1,"1,159",24 MB RAM | 24 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,4.5 cm (1.77 inch) Quarter QVGA Display,1 Year Replacement Guarantee for Phone and 6 Months Replacement Guarantee for Accessories in Box (T&C Apply),800 mAh Battery,4.2
LAVA A1,"1,049",24 MB RAM | 24 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,4.5 cm (1.77 inch) Quarter QVGA Display,1 year replacement guarantee for phone & 6 months replacement guarantee for accessories in box (T&C apply),800 mAh Battery,4.2
KARBONN K9 max,"1,599",64 MB RAM | 64 MB ROM,2MP Rear Camera,6.6 cm (2.6 inch) QVGA Display,1 Year Manufacturer Warranty,2500 mAh Battery,4
itel Ace 2,899,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,0MP Front Camera,4.57 cm (1.8 inch) Quarter QVGA Display,Spreadtrum Processor,1000 mAh Lithium Ion Battery,4
Micromax X778,"1,444",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,One Year manufacturer Warranty,2700 mAh Battery,3.9
I Kall K3310,744,32 MB RAM | 32 MB ROM,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,1 Year warranty for device and 6 Months for box accessories,1000 mAh Battery,3.6
GFive U106,799,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,1 Year Manufacturer warranty.,950 mAh Battery,3.5
itel Ace 2,899,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,0MP Front Camera,4.57 cm (1.8 inch) Quarter QVGA Display,Spreadtrum Processor,1000 mAh Lithium Ion Battery,4
Cellecor E3,"1,176",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0.8MP Rear Camera,4.57 cm (1.8 inch) Display,1 Year Manufacturer Warranty,1000 mAh Battery,3.9
Micromax X778,"1,479",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,One Year manufacturer Warranty,2700 mAh Battery,3.9
DIZO Star 300,"1,499",32 MB RAM | 32 MB ROM | Expandable Upto 64 GB,0.3MP Rear Camera,4.5 cm (1.77 inch) Quarter QVGA Display,SC6531E Processor,2550 mAh Battery,3.9
Micromax X818,"1,376",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,7.11 cm (2.8 inch) Display,One Year manufacturer Warranty,1450 mAh Battery,3.9
KARBONN K9 max,"1,890",64 MB RAM | 64 MB ROM,2MP Rear Camera,6.6 cm (2.6 inch) QVGA Display,1 Year Manufacturer Warranty,2500 mAh Battery,4
Micromax X413,994,32 MB RAM | 32 MB ROM,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,One Year manufacturer Warranty,800 mAh Battery,4
Kechaoda K66 The Music House 4,"1,260",32 MB RAM | 64 MB ROM,1.3MP Rear Camera,4.57 cm (1.8 inch) Quarter QVGA Display,1 Year Brand Service Center Warranty,400 mAh Battery,3.9
Kechaoda K66 The Music House 4,"1,240",32 MB RAM | 64 MB ROM | Expandable Upto 32 GB,1.3MP Rear Camera,4.57 cm (1.8 inch) Display,1 Year Brand Service Center Warranty,400 mAh Battery,3.9
Nokia 5310 TA-1212 DS,"3,499",8 MB RAM | 16 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,MT6260A Processor,1200 mAh Lithium-ion Battery,4.2
Motorola a70,"1,875",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,4.1
LAVA Flip,"1,887",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0.08MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,MTK6261D Processor,1200 mAh Lithium-ion Battery,4.1
Nokia 105 TA-1416 DS,"1,599",32 MB RAM | 32 MB ROM,0MP Front Camera,4.5 cm (1.77 inch) QVGA Display,SC6531E Processor,800 mAh Lithium Ion Battery,4.1
Nokia 5310ds,"3,499",8 MB RAM | 16 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,MT6260A Processor,1200 mAh Lithium-ion Battery,4.1
Kechaoda K115,"1,124",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,3.66 cm (1.44 inch) QVGA Display,6 Months,850 mAh Battery,4.1
Motorola a70,"1,999",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,4
Kechaoda A26,"1,049",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,4.1
Nokia TA-1304/105 SS,"1,199",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,4.2
itel Muzik 400,"1,615",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,ARM9 architecture (Single core) Processor,3000 mAh Battery,4.1
LAVA Hero Punch,888,24 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0MP Front Camera,4.57 cm (1.8 inch) Quarter QVGA Display,1 Year Manufacturer Replacement Guarantee for Phone and 6 Months Replacement for Accessories in the Box,620 mAh Li-ion Battery,4.1
GFive U220+,759,32 MB RAM | 32 ROM,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,1 Year Manufacturer warranty.,1000 mAh Battery,3.6
GFive U220+,749,32 MB RAM | 32 MB ROM,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,1 Year Manufacturer warranty.,1000 mAh Battery,3.6
KARBONN KX3,999,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,4.57 cm (1.8 inch) Quarter QVGA Display,1 Year Brand Warranty,800 mAh Battery,3.9
Micromax X708,"1,299",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,One Year manufacturer Warranty,1450 mAh Battery,3.9
I Kall K3310,744,32 MB RAM | 32 MB ROM,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,1 Year warranty for device and 6 Months for box accessories,1000 mAh Battery,3.6
Cellecor E3,"1,176",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0.8MP Rear Camera,4.57 cm (1.8 inch) Display,1 Year Manufacturer Warranty,1000 mAh Battery,3.9
LAVA Hero 600i,918,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,4.1
LAVA Flip,"1,899",56 MB RAM | 56 MB ROM,0.08MP Rear Camera,6.1 cm (2.4 inch) Display,1 YEAR BRAND WARANTY FOR MOBILE AND SIX MONTH WARANTY FOR ALL ITS ASSESARY,1200 mAh Battery,4.2
GFive V8,749,32 MB RAM | 32 MB ROM,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,1 YEAR SERVICE CENTER WARRANTY,1000 mAh Battery,3.7
Micromax X512,"1,135",56 MB RAM | 24 MB ROM,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,1 Year Warranty,1750 mAh Battery,3.9
Nokia TA-1174 / TA-1299,"1,570",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,4.2
"Realme C30 - Locked with Airtel Prepaid (Denim Black, 32 GB)","6,299",3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,8MP Rear Camera | 5MP Front Camera,16.51 cm (6.5 inch) HD+ Display,Unisoc T612 Processor,5000 mAh Lithium Ion Battery,4.1
"Realme C30 - Locked with Airtel Prepaid (Lake Blue, 32 GB)","6,299",3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,8MP Rear Camera | 5MP Front Camera,16.51 cm (6.5 inch) HD+ Display,Unisoc T612 Processor,5000 mAh Lithium Ion Battery,4.1
PHILIPS Xenium E209,"1,199",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,0.08MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,1 Year Warranty on Mobile and 6 Months on Battery,1000 mAh Li-ion Battery,3.9
SAMSUNG Guru Music 2,"2,083",0.53 RAM | NA KB ROM | Expandable Upto 16 GB,0MP Front Camera,5.08 cm (2 inch) QVGA Display,NA 0 Single Core 208MHz Processor,800 mAh Battery,4.2
Kechaoda K115,"1,134",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,3.66 cm (1.44 inch) QVGA Display,6 Months,850 mAh Battery,4.1
itel it2175,"1,099",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,4.57 cm (1.8 inch) Quarter QVGA Display,12 + 1 Month Warranty | 111 Days Replacement Offer (Special Offer),1200 mAh Lithium Ion Battery,4
Snexian Rock,"1,499",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,4.32 cm (1.7 inch) Display,1 Year Brand Warranty,800 mAh Battery,4
Micromax X513+,"1,095",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,One Year manufacturer Warranty,1750 mAh Battery,3.8
itel Magic3 Smart Touch Keypad,"1,499",8 MB RAM | 8 MB ROM,1.3MP Rear Camera,7.11 cm (2.8 inch) Display,Smart Touch Keypad - Add a Magical Touch to your Life,1500 mAh Battery,4
Nokia 105 SS 2021,"1,418",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,4.2
Motorola a50,"1,605",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,4.1
DIZO Star 500,"1,790",32 MB RAM | 32 MB ROM | Expandable Upto 64 GB,0.3MP Rear Camera,7.11 cm (2.8 inch) QVGA Display,SC6531E Processor,1900 mAh Battery,4
Kechaoda K115,"1,170",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,3.66 cm (1.44 inch) QVGA Display,6 Months,850 mAh Battery,4.1
Motorola a50,"1,629",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,4.1
Kechaoda K66 The Music House 4,"1,160",32 MB RAM | 64 MB ROM | Expandable Upto 32 GB,1.3MP Rear Camera,4.57 cm (1.8 inch) Display,1 Year Brand Service Center Warranty,400 mAh Battery,3.9
Kechaoda A26,"1,049",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,4.1
MU M5000,"1,179",32 MB RAM | 32 MB ROM,1.3MP Rear Camera,7.11 cm (2.8 inch) Display,1 Year,2500 mAh Battery,3.9
Kechaoda A26,"1,090",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,4.1
"LAVA Z1s (Blue, 16 GB)","4,699",2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,5MP Rear Camera | 2MP Front Camera,12.7 cm (5 inch) FWVGA+ Display,Unisoc SC9863 Processor,3100 mAh Li-Po Battery,3.2
Nokia 110 4G,"3,189",128 MB RAM | 48 MB ROM,0.8MP Rear Camera,4.57 cm (1.8 inch) Display,Brand Warranty of 1 Year Available for Mobile,1020 mAh Battery,3.9
"Nokia C01 Plus (Grey, 16 GB)","5,499",2 GB RAM | 16 GB ROM,5MP Rear Camera | 2MP Front Camera,13.84 cm (5.45 inch) HD+ Display,Unisoc SC9863A Processor,3000 mAh Li-ion Battery,3.8
Kechaoda K115,"1,140",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,3.66 cm (1.44 inch) QVGA Display,6 Months,850 mAh Battery,4.1
Nokia 105 PLUS,"1,529",4 MB RAM | 4 MB ROM,0MP Front Camera,4.5 cm (1.77 inch) Display,MTK6261D Processor,1000 mAh Lithium Ion Battery,4.1
Energizer Hardcase E100,"1,099",32 MB RAM | 32 MB ROM | Expandable Upto 8 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,Mediatek MT6261D Processor,1500 mAh Lithium-ion Battery,3.8
Nokia 105 PLUS,"1,529",4 MB RAM | 4 MB ROM,0MP Front Camera,4.5 cm (1.77 inch) Display,MTK6261D Processor,1000 mAh Lithium Ion Battery,4.1
itel it2175,"1,097",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,4.57 cm (1.8 inch) Quarter QVGA Display,12 + 1 Month Warranty | 111 Days Replacement Offer (Special Offer),1200 mAh Lithium Ion Battery,4
"itel A23S (Sky Black, 32 GB)","4,649",2 GB RAM | 32 GB ROM,2MP Rear Camera,12.7 cm (5 inch) Display,"One Time Screen Replacement within 100 days of purchase, 1 Year warranty on mobile device &  6 months on accessories.",3020 mAh Battery,3.6
Micromax S115,928,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,3.9
Micromax S115,988,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,3.9
itel Magic3 Smart Touch Keypad,"1,549",8 MB RAM | 8 MB ROM,1.3MP Rear Camera,7.11 cm (2.8 inch) Display,Smart Touch Keypad - Add a Magical Touch to your Life,1500 mAh Battery,4
I Kall K78,"1,204",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,2500 mAh Battery,3.8
I Kall K39,829,32 MB RAM | 64 MB ROM,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,15 Month Manufacturer Warranty,1500 mAh Battery,3.6
"itel A49 (Sky Cyan, 32 GB)","5,699",2 GB RAM | 32 GB ROM | Expandable Upto 128 GB,5MP Rear Camera | 5MP Front Camera,16.76 cm (6.6 inch) HD+ Display,Quad Core Processor,4000 mAh Li-Polymer Battery,4.2
Nokia 5710 XA DS,"4,849",0.046875 GB RAM | 0.125 GB ROM,0.3MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,Unisoc UMS9117-N Processor,1450 mAh Lithium Ion Battery,3.9
Nokia 110 DS,"1,710",4 MB RAM | 32 MB ROM,1MP Rear Camera,4.5 cm (1.77 inch) Display,1 Year,800 mAh Battery,4
"Micromax IN 2B (Blue, 64 GB)","6,999",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,13MP + 2MP | 5MP Front Camera,16.56 cm (6.52 inch) HD+ Display,ARM Cortex A75 Octa Core Processor,5000 mAh Battery,3.9
Micromax J2,966,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,3.8
Micromax J2,970,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,3.8
itel Ace2 Star,910,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,4.1
Micromax X809,"1,315",32 MB RAM | 32 MB ROM,1MP Rear Camera,7.11 cm (2.8 inch) Display,1 Year Warranty,1000 mAh Battery,3.8
DIZO Star 300,"1,472",32 MB RAM | 32 MB ROM | Expandable Upto 64 GB,0.3MP Rear Camera,4.5 cm (1.77 inch) Quarter QVGA Display,SC6531E Processor,2550 mAh Battery,3.9
Kechaoda A20,999,512 MB RAM | 32 MB ROM,0.3MP Rear Camera,4.57 cm (1.8 inch) QVGA Display,1 Year Brand Warranty,1000 mAh Battery,3.8
Micromax X415,989,56 MB RAM | 36 MB ROM,0.03MP Rear Camera,4.5 cm (1.77 inch) Display,1 Year Brand Warranty,1000 mAh Battery,3.9
KARBONN K140 Pop,995,32 MB RAM | 32 MB ROM,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,1 Year,1000 mAh Battery,3.9
Micromax X708,"1,390",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,One Year manufacturer Warranty,1450 mAh Battery,3.9
Cellecor R3+,"1,049",32 MB RAM | 32 MB ROM,0.8MP Rear Camera,4.5 cm (1.77 inch) Display,1 Year Manufacturer Warranty,1000 mAh Battery,3.8
LAVA 34 Ultra,"1,590",24 MB RAM | 32 MB ROM | Expandable Upto 64 GB,0.8MP Rear Camera,6.1 cm (2.4 inch) Display,1 Year Manufacturer Replacement Guarantee for Phone and 6 Months Replacement for Accessories In the Box,2575 mAh Li-ion Battery,4.1
itel it2163S,989,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,1200 mAh Lithium Ion Battery,4.57 cm (1.8 inch) Quarter QVGA Display,9 Indian Input Language Support,7 Days Battery Backup with 1200mAh with Super Battery Mode,4.1
itel it2163S,989,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,1200 mAh Lithium Ion Battery,4.57 cm (1.8 inch) Quarter QVGA Display,9 Indian Input Language Support,7 Days Battery Backup with 1200mAh with Super Battery Mode,4.1
Kechaoda K10,"1,160",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,3.9
"itel Vision3 (Jewel Blue, 32 GB)","5,845",2 GB RAM | 32 GB ROM,8MP Rear Camera,16.76 cm (6.6 inch) Display,One Time Screen Replacement within 100 days of purchase 1 Year warranty on mobile device &  6 months on accessories,5000 mAh Battery,4.3
Nokia 110 DS,"1,724",4 MB RAM | 32 MB ROM,1MP Rear Camera,4.5 cm (1.77 inch) Display,1 YEAR,800 mAh Battery,4
Nokia 110 Dual Sim 2022,"2,099",4 MB RAM | 4 MB ROM,1MP Rear Camera,4.5 cm (1.77 inch) Display,1 year,1000 mAh Battery,4.2
KARBONN KX 29,"1,545",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,1 Year Manufacturer Warranty on Handset & 6 Months Warranty on Box Accessories,2700 mAh Battery,3.8
Kechaoda K28,"1,399",32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,1 Year Manufacturer Warranty,1700 mAh Battery,4.1
Kechaoda A27,"1,049",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,4
itel Magic3 Smart Touch Keypad,"1,599",8 MB RAM | 8 MB ROM,1.3MP Rear Camera,7.11 cm (2.8 inch) Display,Smart Touch Keypad - Add a Magical Touch to your Life,1500 mAh Battery,4
Kechaoda K115,"1,160",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,3.66 cm (1.44 inch) QVGA Display,6 Months,850 mAh Battery,4.1
Nokia 110 TA-1302 DS,"1,699",4 MB RAM | 4 MB ROM | Expandable Upto 32 MB,1MP Rear Camera,4.5 cm (1.77 inch) QVGA Display,Brand Warranty of 1 Year Available for Mobile,800 mAh Battery,4
LAVA A1,"1,206",4 MB RAM | 24 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,1 Year Replacement Guarantee for Phone and 6 Months Replacement Guarantee for Accessories in Box (T&C apply),800 mAh Battery,4.2
Kechaoda A27,"1,049",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,4
Kechaoda K115,"1,140",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,3.66 cm (1.44 inch) QVGA Display,6 Months,850 mAh Battery,4.1
"itel A60 (DawnBlue, 32 GB)","5,990",2 GB RAM | 32 GB ROM,8MP Rear Camera,16.76 cm (6.6 inch) HD Display,Unisoc Processor,5000 mAh Battery,5
KARBONN K110i,992,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,3.6
Kechaoda K33,"1,160",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,3.56 cm (1.4 inch) Display,1 Year Warranty,800 mAh Battery,4
LAVA Flip,"1,790",56 MB RAM | 56 MB ROM,0.08MP Rear Camera,6.1 cm (2.4 inch) Display,1 YEAR BRAND WARANTY FOR MOBILE AND SIX MONTH WARANTY FOR ALL ITS ASSESARY,1200 mAh Battery,4.2
Cellecor E7,"1,479",32 MB RAM | 32 MB ROM,0.8MP Rear Camera,6.1 cm (2.4 inch) Display,1 year warranty for device and 6months warranty for accessories,2750 mAh Battery,2.4
itel it2163S,989,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,1200 mAh Lithium Ion Battery,4.57 cm (1.8 inch) Quarter QVGA Display,9 Indian Input Language Support,7 Days Battery Backup with 1200mAh with Super Battery Mode,4.1
GREENBERRI RAFALE,899,32 MB RAM | 32 MB ROM,2MP Rear Camera,4.57 cm (1.8 inch) Display,1 year  domestic warranty,1000 mAh Battery,4
GREENBERRI RAFALE,899,32 MB RAM | 32 MB ROM,2MP Rear Camera,4.57 cm (1.8 inch) Display,1 YEAR DOMESTIC WARRANTY,1000 mAh Battery,4
Kechaoda K10,"1,160",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,3.9
GREENBERRI VIRAT,799,64 MB RAM | 64 MB ROM | Expandable Upto 32 GB,2MP Rear Camera,4.57 cm (1.8 inch) Display,1 Year For Mobile,1000 mAh Battery,3.7
KARBONN K106s,990,52 MB RAM | 32 MB ROM | Expandable Upto 16 GB,0MP | 0MP Front Camera,4.57 cm (1.8 inch) FWVGA Display,NA Processor,800 mAh Battery,3.8
Kechaoda A27,"1,049",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,4
Nokia TA-1010/105,"1,449",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,4.2
Nokia 105 SS 2021,"1,460",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,4.2
Kechaoda K33,"1,170",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,3.56 cm (1.4 inch) Display,1 Year Warranty,800 mAh Battery,4
Kechaoda K33,"1,160",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,3.56 cm (1.4 inch) Display,1 Year Warranty,800 mAh Battery,4
Kechaoda K33,"1,170",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,3.56 cm (1.4 inch) Display,1 Year Warranty,800 mAh Battery,4
itel Power 410,"1,499",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,SC6531E Processor,2500 mAh Lithium-ion Battery,4.1
Kechaoda K33,"1,150",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,3.56 cm (1.4 inch) Display,1 Year Warranty,800 mAh Battery,4
Kechaoda A27,"1,065",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,4
KARBONN KX 29,"1,497",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,1 Year Manufacturer Warranty on Handset & 6 Months Warranty on Box Accessories,2700 mAh Battery,3.8
"itel A49 (Crystal Purple, 32 GB)","5,669",2 GB RAM | 32 GB ROM | Expandable Upto 128 GB,5MP Rear Camera | 5MP Front Camera,16.76 cm (6.6 inch) HD+ Display,Quad Core Processor,4000 mAh Li-Polymer Battery,4.2
itel Power 410,"1,499",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,SC6531E Processor,2500 mAh Lithium-ion Battery,4.1
KARBONN K110i,949,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,3.6
PHILIPS E125,"1,295",32 MB RAM | 24 MB ROM | Expandable Upto 16 GB,0.3MP Rear Camera,4.5 cm (1.77 inch) Quarter QVGA Display,SC6531E Processor,2000 mAh Li-ion Battery,3.6
"itel Vision3 (Jewel Blue, 32 GB)","5,845",2 GB RAM | 32 GB ROM,8MP Rear Camera,16.76 cm (6.6 inch) Display,One Time Screen Replacement within 100 days of purchase 1 Year warranty on mobile device &  6 months on accessories,5000 mAh Battery,4.3
itel Power 410,"1,499",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,SC6531E Processor,2500 mAh Lithium-ion Battery,4.1
Nokia Ta -1010/105,"1,428",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,4.2
Cellecor E3,"1,176",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0.8MP Rear Camera,4.57 cm (1.8 inch) Display,1 Year Manufacturer Warranty,1000 mAh Battery,3.9
Kechaoda K10,"1,160",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,3.9
LAVA Flip,"1,998",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0.08MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,MTK6261D Processor,1200 mAh Lithium-ion Battery,4.1
KARBONN KX 29,"1,545",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,1 Year Manufacturer Warranty on Handset & 6 Months Warranty on Box Accessories,2700 mAh Battery,3.8
LAVA A3 Power,"1,496",32 MB RAM | 24 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,4.5 cm (1.77 inch) Quarter QVGA Display,1 Year Manufacturer Replacement Guarantee for Phone and 6 Months Replacement for Accessories In the Box,2575 mAh Li-ion Battery,4.1
LAVA KKT Pearl FM 17,"1,700",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,Brand Warranty of 2 Year Available for Mobile and 6 Months for Accessories T &C,1750 mAh Battery,4
GREENBERRI RAFALE,899,32 MB RAM | 32 MB ROM,2MP Rear Camera,4.57 cm (1.8 inch) Display,1 year  domestic warranty,1000 mAh Battery,4
GREENBERRI RAFALE,899,32 MB RAM | 32 MB ROM,2MP Rear Camera,4.57 cm (1.8 inch) Display,1 YEAR DOMESTIC WARRANTY,1000 mAh Battery,4
Nokia 110 TA-1302 DS,"1,699",4 MB RAM | 4 MB ROM | Expandable Upto 32 MB,1MP Rear Camera,4.5 cm (1.77 inch) QVGA Display,Brand Warranty of 1 Year Available for Mobile,800 mAh Battery,4
Cellecor R3+,"1,049",32 MB RAM | 32 MB ROM,0.8MP Rear Camera,4.5 cm (1.77 inch) Display,1 Year Manufacturer Warranty,1000 mAh Battery,3.8
itel Power 410,"1,499",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,SC6531E Processor,2500 mAh Lithium-ion Battery,4.1
Kechaoda K115,"1,135",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,3.66 cm (1.44 inch) Display,6 Months,850 mAh Battery,4.1
itel it2163S,989,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,1200 mAh Lithium Ion Battery,4.57 cm (1.8 inch) Quarter QVGA Display,9 Indian Input Language Support,7 Days Battery Backup with 1200mAh with Super Battery Mode,4.1
Nokia 110,"1,699",16 MB RAM | 10 MB ROM | Expandable Upto 32 GB,1MP Rear Camera,4.5 cm (1.77 inch) QVGA Display,Brand Warranty of 1 Year Available for Mobile,800 mAh Li-Ion Battery,3.6
Kechaoda A27,"1,049",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,4
Kechaoda A27,"1,049",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,4
